step,actual_price,forecast_price,residual_error,abs_error,timestamp
6052,38.89,36.3974,-2.4926,2.4926,2025-09-17 04:00:00
6053,33.74,39.2134,5.4734,5.4734,2025-09-17 05:00:00
6054,32.01,32.269,0.259,0.259,2025-09-17 06:00:00
6055,35.93,38.0413,2.1113,2.1113,2025-09-17 07:00:00
6056,32.19,31.3478,-0.8422,0.8422,2025-09-17 08:00:00
6057,104.98,102.8502,-2.1298,2.1298,2025-09-17 09:00:00
6058,28.66,28.5753,-0.0847,0.0847,2025-09-17 10:00:00
6059,34.8,38.053,3.253,3.253,2025-09-17 11:00:00
6060,37.96,37.1582,-0.8018,0.8018,2025-09-17 12:00:00
6061,36.72,35.0437,-1.6763,1.6763,2025-09-17 13:00:00
6062,41.62,42.5087,0.8887,0.8887,2025-09-17 14:00:00
6063,138.33,140.0776,1.7476,1.7476,2025-09-17 15:00:00
6064,45.43,50.0371,4.6071,4.6071,2025-09-17 16:00:00
6065,18.22,19.6044,1.3844,1.3844,2025-09-17 17:00:00
6066,48.99,51.1,2.11,2.11,2025-09-17 18:00:00
6067,52.97,55.2682,2.2982,2.2982,2025-09-17 19:00:00
6068,49.31,46.9275,-2.3825,2.3825,2025-09-17 20:00:00
6069,50.68,48.7717,-1.9083,1.9083,2025-09-17 21:00:00
6070,47.66,45.4503,-2.2097,2.2097,2025-09-17 22:00:00
6071,133.78,130.9496,-2.8304,2.8304,2025-09-17 23:00:00
6072,45.37,47.8586,2.4886,2.4886,2025-09-18 00:00:00
6073,41.15,42.3751,1.2251,1.2251,2025-09-18 01:00:00
6074,44.24,44.9387,0.6987,0.6987,2025-09-18 02:00:00
6075,40.64,34.6582,-5.9818,5.9818,2025-09-18 03:00:00
6076,34.39,40.0287,5.6387,5.6387,2025-09-18 04:00:00
6077,35.08,33.3443,-1.7357,1.7357,2025-09-18 05:00:00
6078,33.59,39.2195,5.6295,5.6295,2025-09-18 06:00:00
6079,32.85,29.7269,-3.1231,3.1231,2025-09-18 07:00:00
6080,26.67,25.139,-1.531,1.531,2025-09-18 08:00:00
6081,33.76,28.7529,-5.0071,5.0071,2025-09-18 09:00:00
6082,30.82,32.2253,1.4053,1.4053,2025-09-18 10:00:00
6083,32.94,30.6869,-2.2531,2.2531,2025-09-18 11:00:00
6084,42.5,40.3175,-2.1825,2.1825,2025-09-18 12:00:00
6085,39.07,36.1387,-2.9313,2.9313,2025-09-18 13:00:00
6086,39.94,42.3834,2.4434,2.4434,2025-09-18 14:00:00
6087,37.98,40.2587,2.2787,2.2787,2025-09-18 15:00:00
6088,49.38,54.4101,5.0301,5.0301,2025-09-18 16:00:00
6089,44.61,43.3957,-1.2143,1.2143,2025-09-18 17:00:00
6090,47.06,48.107,1.047,1.047,2025-09-18 18:00:00
6091,49.74,47.0167,-2.7233,2.7233,2025-09-18 19:00:00
6092,54.45,54.1124,-0.3376,0.3376,2025-09-18 20:00:00
6093,52.5,51.7029,-0.7971,0.7971,2025-09-18 21:00:00
6094,49.17,50.8311,1.6611,1.6611,2025-09-18 22:00:00
6095,48.75,51.7926,3.0426,3.0426,2025-09-18 23:00:00
6096,44.42,47.3977,2.9777,2.9777,2025-09-19 00:00:00
6097,43.86,42.253,-1.607,1.607,2025-09-19 01:00:00
6098,41.11,44.1062,2.9962,2.9962,2025-09-19 02:00:00
6099,40.76,41.1498,0.3898,0.3898,2025-09-19 03:00:00
6100,38.34,38.0285,-0.3115,0.3115,2025-09-19 04:00:00
6101,35.09,33.8187,-1.2713,1.2713,2025-09-19 05:00:00
6102,31.36,30.4602,-0.8998,0.8998,2025-09-19 06:00:00
6103,33.12,37.9758,4.8558,4.8558,2025-09-19 07:00:00
6104,30.69,31.9585,1.2685,1.2685,2025-09-19 08:00:00
6105,28.56,29.4965,0.9365,0.9365,2025-09-19 09:00:00
6106,31.26,31.1044,-0.1556,0.1556,2025-09-19 10:00:00
6107,34.06,40.6749,6.6149,6.6149,2025-09-19 11:00:00
6108,38.2,41.9625,3.7625,3.7625,2025-09-19 12:00:00
6109,37.88,36.5773,-1.3027,1.3027,2025-09-19 13:00:00
6110,121.02,120.836,-0.184,0.184,2025-09-19 14:00:00
6111,43.65,43.6144,-0.0356,0.0356,2025-09-19 15:00:00
6112,46.21,47.0747,0.8647,0.8647,2025-09-19 16:00:00
6113,48.46,47.2069,-1.2531,1.2531,2025-09-19 17:00:00
6114,51.88,53.477,1.597,1.597,2025-09-19 18:00:00
6115,53.13,57.2602,4.1302,4.1302,2025-09-19 19:00:00
6116,49.44,46.6559,-2.7841,2.7841,2025-09-19 20:00:00
6117,49.04,46.7196,-2.3204,2.3204,2025-09-19 21:00:00
6118,46.98,46.2721,-0.7079,0.7079,2025-09-19 22:00:00
6119,49.74,49.148,-0.592,0.592,2025-09-19 23:00:00
6120,45.56,51.0562,5.4962,5.4962,2025-09-20 00:00:00
6121,38.74,41.7443,3.0043,3.0043,2025-09-20 01:00:00
6122,36.34,39.2008,2.8608,2.8608,2025-09-20 02:00:00
6123,38.02,37.8591,-0.1609,0.1609,2025-09-20 03:00:00
6124,33.2,32.9842,-0.2158,0.2158,2025-09-20 04:00:00
6125,30.96,27.8307,-3.1293,3.1293,2025-09-20 05:00:00
6126,25.3,27.7544,2.4544,2.4544,2025-09-20 06:00:00
6127,28.98,30.7076,1.7276,1.7276,2025-09-20 07:00:00
6128,24.62,28.335,3.715,3.715,2025-09-20 08:00:00
6129,24.45,24.4229,-0.0271,0.0271,2025-09-20 09:00:00
6130,27.41,27.5556,0.1456,0.1456,2025-09-20 10:00:00
6131,28.4,29.3251,0.9251,0.9251,2025-09-20 11:00:00
6132,31.39,34.1197,2.7297,2.7297,2025-09-20 12:00:00
6133,30.75,27.5745,-3.1755,3.1755,2025-09-20 13:00:00
6134,39.34,41.6801,2.3401,2.3401,2025-09-20 14:00:00
6135,42.35,42.7988,0.4488,0.4488,2025-09-20 15:00:00
6136,37.07,34.9234,-2.1466,2.1466,2025-09-20 16:00:00
6137,46.46,41.7485,-4.7115,4.7115,2025-09-20 17:00:00
6138,43.57,43.7288,0.1588,0.1588,2025-09-20 18:00:00
6139,48.74,52.8593,4.1193,4.1193,2025-09-20 19:00:00
6140,46.77,51.4567,4.6867,4.6867,2025-09-20 20:00:00
6141,46.67,48.0584,1.3884,1.3884,2025-09-20 21:00:00
6142,45.14,50.545,5.405,5.405,2025-09-20 22:00:00
6143,47.04,47.4326,0.3926,0.3926,2025-09-20 23:00:00
6144,38.85,41.7333,2.8833,2.8833,2025-09-21 00:00:00
6145,41.06,40.4319,-0.6281,0.6281,2025-09-21 01:00:00
6146,39.71,38.9235,-0.7865,0.7865,2025-09-21 02:00:00
6147,36.16,34.9662,-1.1938,1.1938,2025-09-21 03:00:00
6148,37.77,33.1187,-4.6513,4.6513,2025-09-21 04:00:00
6149,28.56,32.2777,3.7177,3.7177,2025-09-21 05:00:00
6150,30.69,29.5859,-1.1041,1.1041,2025-09-21 06:00:00
6151,27.03,25.5264,-1.5036,1.5036,2025-09-21 07:00:00
6152,30.04,27.5901,-2.4499,2.4499,2025-09-21 08:00:00
6153,27.27,27.2591,-0.0109,0.0109,2025-09-21 09:00:00
6154,27.32,32.2287,4.9087,4.9087,2025-09-21 10:00:00
6155,33.15,38.8844,5.7344,5.7344,2025-09-21 11:00:00
6156,30.72,27.0678,-3.6522,3.6522,2025-09-21 12:00:00
6157,30.83,30.4439,-0.3861,0.3861,2025-09-21 13:00:00
6158,35.66,33.5741,-2.0859,2.0859,2025-09-21 14:00:00
6159,41.09,44.0608,2.9708,2.9708,2025-09-21 15:00:00
6160,45.43,46.6465,1.2165,1.2165,2025-09-21 16:00:00
6161,44.3,43.2086,-1.0914,1.0914,2025-09-21 17:00:00
6162,131.34,132.0214,0.6814,0.6814,2025-09-21 18:00:00
6163,43.22,42.5265,-0.6935,0.6935,2025-09-21 19:00:00
6164,45.85,50.3856,4.5356,4.5356,2025-09-21 20:00:00
6165,45.89,47.7574,1.8674,1.8674,2025-09-21 21:00:00
6166,45.33,47.5046,2.1746,2.1746,2025-09-21 22:00:00
6167,44.23,38.0627,-6.1673,6.1673,2025-09-21 23:00:00
6168,142.18,142.513,0.333,0.333,2025-09-22 00:00:00
6169,42.44,48.148,5.708,5.708,2025-09-22 01:00:00
6170,41.31,45.1253,3.8153,3.8153,2025-09-22 02:00:00
6171,38.26,34.1423,-4.1177,4.1177,2025-09-22 03:00:00
6172,33.65,33.3664,-0.2836,0.2836,2025-09-22 04:00:00
6173,33.61,31.1062,-2.5038,2.5038,2025-09-22 05:00:00
6174,31.95,36.7278,4.7778,4.7778,2025-09-22 06:00:00
6175,30.89,32.0007,1.1107,1.1107,2025-09-22 07:00:00
6176,31.04,29.6205,-1.4195,1.4195,2025-09-22 08:00:00
6177,31.5,32.0854,0.5854,0.5854,2025-09-22 09:00:00
6178,31.22,25.2016,-6.0184,6.0184,2025-09-22 10:00:00
6179,37.08,34.8676,-2.2124,2.2124,2025-09-22 11:00:00
6180,33.04,33.6311,0.5911,0.5911,2025-09-22 12:00:00
6181,36.57,39.1842,2.6142,2.6142,2025-09-22 13:00:00
6182,47.92,43.5667,-4.3533,4.3533,2025-09-22 14:00:00
6183,40.96,40.5071,-0.4529,0.4529,2025-09-22 15:00:00
6184,42.58,45.6042,3.0242,3.0242,2025-09-22 16:00:00
6185,49.87,46.7414,-3.1286,3.1286,2025-09-22 17:00:00
6186,44.43,45.503,1.073,1.073,2025-09-22 18:00:00
6187,50.04,50.7049,0.6649,0.6649,2025-09-22 19:00:00
6188,56.33,61.116,4.786,4.786,2025-09-22 20:00:00
6189,46.76,46.6847,-0.0753,0.0753,2025-09-22 21:00:00
6190,44.67,44.741,0.071,0.071,2025-09-22 22:00:00
6191,44.29,46.9274,2.6374,2.6374,2025-09-22 23:00:00
6192,48.22,45.4041,-2.8159,2.8159,2025-09-23 00:00:00
6193,46.38,46.3278,-0.0522,0.0522,2025-09-23 01:00:00
6194,39.69,39.0507,-0.6393,0.6393,2025-09-23 02:00:00
6195,40.1,40.2527,0.1527,0.1527,2025-09-23 03:00:00
6196,39.45,42.071,2.621,2.621,2025-09-23 04:00:00
6197,38.37,40.2554,1.8854,1.8854,2025-09-23 05:00:00
6198,31.7,30.3283,-1.3717,1.3717,2025-09-23 06:00:00
6199,25.56,26.4017,0.8417,0.8417,2025-09-23 07:00:00
6200,28.92,33.1461,4.2261,4.2261,2025-09-23 08:00:00
6201,30.25,28.6716,-1.5784,1.5784,2025-09-23 09:00:00
6202,31.67,32.5329,0.8629,0.8629,2025-09-23 10:00:00
6203,33.43,33.4471,0.0171,0.0171,2025-09-23 11:00:00
6204,38.77,39.1125,0.3425,0.3425,2025-09-23 12:00:00
6205,41.57,37.9934,-3.5766,3.5766,2025-09-23 13:00:00
6206,40.55,44.5769,4.0269,4.0269,2025-09-23 14:00:00
6207,46.31,44.8741,-1.4359,1.4359,2025-09-23 15:00:00
6208,46.87,49.9352,3.0652,3.0652,2025-09-23 16:00:00
6209,48.21,47.1566,-1.0534,1.0534,2025-09-23 17:00:00
6210,51.9,50.8362,-1.0638,1.0638,2025-09-23 18:00:00
6211,50.82,54.3528,3.5328,3.5328,2025-09-23 19:00:00
6212,56.12,59.1047,2.9847,2.9847,2025-09-23 20:00:00
6213,47.04,48.0617,1.0217,1.0217,2025-09-23 21:00:00
6214,48.35,50.7529,2.4029,2.4029,2025-09-23 22:00:00
6215,47.73,47.5086,-0.2214,0.2214,2025-09-23 23:00:00
6216,47.08,47.5591,0.4791,0.4791,2025-09-24 00:00:00
6217,46.74,45.5859,-1.1541,1.1541,2025-09-24 01:00:00
6218,40.92,43.6802,2.7602,2.7602,2025-09-24 02:00:00
6219,34.84,33.6065,-1.2335,1.2335,2025-09-24 03:00:00
6220,38.09,42.3029,4.2129,4.2129,2025-09-24 04:00:00
6221,35.8,35.5104,-0.2896,0.2896,2025-09-24 05:00:00
6222,27.47,28.0213,0.5513,0.5513,2025-09-24 06:00:00
6223,31.32,33.7168,2.3968,2.3968,2025-09-24 07:00:00
6224,27.01,27.5697,0.5597,0.5597,2025-09-24 08:00:00
6225,29.66,29.4152,-0.2448,0.2448,2025-09-24 09:00:00
6226,30.07,30.4949,0.4249,0.4249,2025-09-24 10:00:00
6227,35.94,38.6745,2.7345,2.7345,2025-09-24 11:00:00
6228,36.28,35.1229,-1.1571,1.1571,2025-09-24 12:00:00
6229,35.18,35.3644,0.1844,0.1844,2025-09-24 13:00:00
6230,43.18,43.7057,0.5257,0.5257,2025-09-24 14:00:00
6231,39.99,42.6515,2.6615,2.6615,2025-09-24 15:00:00
6232,46.81,47.0604,0.2504,0.2504,2025-09-24 16:00:00
6233,46.02,51.0407,5.0207,5.0207,2025-09-24 17:00:00
6234,48.73,48.8387,0.1087,0.1087,2025-09-24 18:00:00
6235,51.9,51.8058,-0.0942,0.0942,2025-09-24 19:00:00
6236,52.29,52.3624,0.0724,0.0724,2025-09-24 20:00:00
6237,53.99,51.1984,-2.7916,2.7916,2025-09-24 21:00:00
6238,49.44,47.3482,-2.0918,2.0918,2025-09-24 22:00:00
6239,48.82,47.9933,-0.8267,0.8267,2025-09-24 23:00:00
6240,44.9,48.2396,3.3396,3.3396,2025-09-25 00:00:00
6241,44.03,44.4472,0.4172,0.4172,2025-09-25 01:00:00
6242,42.09,41.3784,-0.7116,0.7116,2025-09-25 02:00:00
6243,38.16,41.7263,3.5663,3.5663,2025-09-25 03:00:00
6244,31.48,35.8579,4.3779,4.3779,2025-09-25 04:00:00
6245,34.75,38.3885,3.6385,3.6385,2025-09-25 05:00:00
6246,33.24,31.6073,-1.6327,1.6327,2025-09-25 06:00:00
6247,29.63,28.8919,-0.7381,0.7381,2025-09-25 07:00:00
6248,27.78,32.8143,5.0343,5.0343,2025-09-25 08:00:00
6249,35.02,36.1228,1.1028,1.1028,2025-09-25 09:00:00
6250,33.56,33.3909,-0.1691,0.1691,2025-09-25 10:00:00
6251,33.35,35.6459,2.2959,2.2959,2025-09-25 11:00:00
6252,33.15,36.1682,3.0182,3.0182,2025-09-25 12:00:00
6253,36.35,35.4214,-0.9286,0.9286,2025-09-25 13:00:00
6254,44.25,45.2986,1.0486,1.0486,2025-09-25 14:00:00
6255,43.92,46.7364,2.8164,2.8164,2025-09-25 15:00:00
6256,44.61,42.2093,-2.4007,2.4007,2025-09-25 16:00:00
6257,49.34,49.8709,0.5309,0.5309,2025-09-25 17:00:00
6258,47.61,45.324,-2.286,2.286,2025-09-25 18:00:00
6259,54.4,52.441,-1.959,1.959,2025-09-25 19:00:00
6260,54.37,53.4622,-0.9078,0.9078,2025-09-25 20:00:00
6261,49.48,51.1728,1.6928,1.6928,2025-09-25 21:00:00
6262,48.08,47.7749,-0.3051,0.3051,2025-09-25 22:00:00
6263,41.52,40.399,-1.121,1.121,2025-09-25 23:00:00
6264,42.29,42.9189,0.6289,0.6289,2025-09-26 00:00:00
6265,40.24,37.8726,-2.3674,2.3674,2025-09-26 01:00:00
6266,41.33,42.902,1.572,1.572,2025-09-26 02:00:00
6267,37.59,40.9185,3.3285,3.3285,2025-09-26 03:00:00
6268,32.63,32.932,0.302,0.302,2025-09-26 04:00:00
6269,33.22,33.2134,-0.0066,0.0066,2025-09-26 05:00:00
6270,33.6,35.0336,1.4336,1.4336,2025-09-26 06:00:00
6271,32.66,28.0888,-4.5712,4.5712,2025-09-26 07:00:00
6272,26.25,28.092,1.842,1.842,2025-09-26 08:00:00
6273,31.02,39.2747,8.2547,8.2547,2025-09-26 09:00:00
6274,28.88,29.0733,0.1933,0.1933,2025-09-26 10:00:00
6275,36.18,36.3822,0.2022,0.2022,2025-09-26 11:00:00
6276,37.96,40.319,2.359,2.359,2025-09-26 12:00:00
6277,36.16,40.7733,4.6133,4.6133,2025-09-26 13:00:00
6278,91.46,94.3974,2.9374,2.9374,2025-09-26 14:00:00
6279,42.43,37.541,-4.889,4.889,2025-09-26 15:00:00
6280,40.36,42.2685,1.9085,1.9085,2025-09-26 16:00:00
6281,48.91,55.8398,6.9298,6.9298,2025-09-26 17:00:00
6282,48.97,51.0261,2.0561,2.0561,2025-09-26 18:00:00
6283,53.08,50.6935,-2.3865,2.3865,2025-09-26 19:00:00
6284,48.25,49.4546,1.2046,1.2046,2025-09-26 20:00:00
6285,49.11,46.4083,-2.7017,2.7017,2025-09-26 21:00:00
6286,45.89,49.472,3.582,3.582,2025-09-26 22:00:00
6287,45.56,43.6703,-1.8897,1.8897,2025-09-26 23:00:00
6288,39.04,39.7256,0.6856,0.6856,2025-09-27 00:00:00
6289,42.08,40.4355,-1.6445,1.6445,2025-09-27 01:00:00
6290,35.25,34.3839,-0.8661,0.8661,2025-09-27 02:00:00
6291,34.72,38.9354,4.2154,4.2154,2025-09-27 03:00:00
6292,31.05,31.8086,0.7586,0.7586,2025-09-27 04:00:00
6293,26.75,25.852,-0.898,0.898,2025-09-27 05:00:00
6294,27.92,25.5569,-2.3631,2.3631,2025-09-27 06:00:00
6295,28.84,24.6607,-4.1793,4.1793,2025-09-27 07:00:00
6296,23.98,21.3518,-2.6282,2.6282,2025-09-27 08:00:00
6297,29.36,30.1399,0.7799,0.7799,2025-09-27 09:00:00
6298,26.21,29.1606,2.9506,2.9506,2025-09-27 10:00:00
6299,28.72,27.8191,-0.9009,0.9009,2025-09-27 11:00:00
6300,33.33,37.7564,4.4264,4.4264,2025-09-27 12:00:00
6301,32.75,31.4562,-1.2938,1.2938,2025-09-27 13:00:00
6302,37.09,36.995,-0.095,0.095,2025-09-27 14:00:00
6303,38.8,36.6011,-2.1989,2.1989,2025-09-27 15:00:00
6304,42.32,45.2969,2.9769,2.9769,2025-09-27 16:00:00
6305,38.12,43.8638,5.7438,5.7438,2025-09-27 17:00:00
6306,41.08,37.1755,-3.9045,3.9045,2025-09-27 18:00:00
6307,48.2,47.8346,-0.3654,0.3654,2025-09-27 19:00:00
6308,49.59,53.2519,3.6619,3.6619,2025-09-27 20:00:00
6309,44.38,41.2626,-3.1174,3.1174,2025-09-27 21:00:00
6310,45.05,46.9667,1.9167,1.9167,2025-09-27 22:00:00
6311,44.81,48.3637,3.5537,3.5537,2025-09-27 23:00:00
6312,43.73,44.4256,0.6956,0.6956,2025-09-28 00:00:00
6313,34.52,36.3957,1.8757,1.8757,2025-09-28 01:00:00
6314,34.78,39.6823,4.9023,4.9023,2025-09-28 02:00:00
6315,33.58,38.9511,5.3711,5.3711,2025-09-28 03:00:00
6316,33.76,34.1051,0.3451,0.3451,2025-09-28 04:00:00
6317,36.17,35.3391,-0.8309,0.8309,2025-09-28 05:00:00
6318,27.77,25.97,-1.8,1.8,2025-09-28 06:00:00
6319,23.82,26.7624,2.9424,2.9424,2025-09-28 07:00:00
6320,28.01,25.0806,-2.9294,2.9294,2025-09-28 08:00:00
6321,30.64,30.5086,-0.1314,0.1314,2025-09-28 09:00:00
6322,28.61,29.3667,0.7567,0.7567,2025-09-28 10:00:00
6323,27.66,26.9025,-0.7575,0.7575,2025-09-28 11:00:00
6324,34.39,35.5896,1.1996,1.1996,2025-09-28 12:00:00
6325,36.07,42.9813,6.9113,6.9113,2025-09-28 13:00:00
6326,34.43,34.626,0.196,0.196,2025-09-28 14:00:00
6327,40.54,39.9515,-0.5885,0.5885,2025-09-28 15:00:00
6328,44.49,47.5283,3.0383,3.0383,2025-09-28 16:00:00
6329,47.03,48.129,1.099,1.099,2025-09-28 17:00:00
6330,45.49,49.5883,4.0983,4.0983,2025-09-28 18:00:00
6331,45.76,46.6717,0.9117,0.9117,2025-09-28 19:00:00
6332,50.07,49.9489,-0.1211,0.1211,2025-09-28 20:00:00
6333,43.63,39.6707,-3.9593,3.9593,2025-09-28 21:00:00
6334,46.76,43.2107,-3.5493,3.5493,2025-09-28 22:00:00
6335,40.65,36.5608,-4.0892,4.0892,2025-09-28 23:00:00
6336,48.66,50.1083,1.4483,1.4483,2025-09-29 00:00:00
6337,42.94,40.0344,-2.9056,2.9056,2025-09-29 01:00:00
6338,44.17,47.8089,3.6389,3.6389,2025-09-29 02:00:00
6339,39.64,40.2156,0.5756,0.5756,2025-09-29 03:00:00
6340,120.84,120.7295,-0.1105,0.1105,2025-09-29 04:00:00
6341,37.49,35.8804,-1.6096,1.6096,2025-09-29 05:00:00
6342,36.22,38.2756,2.0556,2.0556,2025-09-29 06:00:00
6343,33.55,32.0388,-1.5112,1.5112,2025-09-29 07:00:00
6344,29.1,27.1366,-1.9634,1.9634,2025-09-29 08:00:00
6345,30.58,34.0509,3.4709,3.4709,2025-09-29 09:00:00
6346,32.7,34.0866,1.3866,1.3866,2025-09-29 10:00:00
6347,32.17,32.0827,-0.0873,0.0873,2025-09-29 11:00:00
6348,40.23,42.3336,2.1036,2.1036,2025-09-29 12:00:00
6349,38.77,39.2923,0.5223,0.5223,2025-09-29 13:00:00
6350,34.24,35.6975,1.4575,1.4575,2025-09-29 14:00:00
6351,44.44,42.8979,-1.5421,1.5421,2025-09-29 15:00:00
6352,45.13,50.806,5.676,5.676,2025-09-29 16:00:00
6353,47.88,46.931,-0.949,0.949,2025-09-29 17:00:00
6354,48.74,53.13,4.39,4.39,2025-09-29 18:00:00
6355,52.68,52.7078,0.0278,0.0278,2025-09-29 19:00:00
6356,53.8,56.3177,2.5177,2.5177,2025-09-29 20:00:00
6357,51.37,53.7056,2.3356,2.3356,2025-09-29 21:00:00
6358,48.81,52.1771,3.3671,3.3671,2025-09-29 22:00:00
6359,112.36,110.7584,-1.6016,1.6016,2025-09-29 23:00:00
6360,46.05,49.2391,3.1891,3.1891,2025-09-30 00:00:00
6361,41.58,46.6961,5.1161,5.1161,2025-09-30 01:00:00
6362,42.44,42.2933,-0.1467,0.1467,2025-09-30 02:00:00
6363,39.56,40.1468,0.5868,0.5868,2025-09-30 03:00:00
6364,115.02,114.2114,-0.8086,0.8086,2025-09-30 04:00:00
6365,37.06,36.6939,-0.3661,0.3661,2025-09-30 05:00:00
6366,30.62,35.3986,4.7786,4.7786,2025-09-30 06:00:00
6367,33.39,31.3794,-2.0106,2.0106,2025-09-30 07:00:00
6368,28.62,26.7647,-1.8553,1.8553,2025-09-30 08:00:00
6369,33.08,37.6073,4.5273,4.5273,2025-09-30 09:00:00
6370,31.05,33.1114,2.0614,2.0614,2025-09-30 10:00:00
6371,31.37,37.1709,5.8009,5.8009,2025-09-30 11:00:00
6372,36.7,36.0739,-0.6261,0.6261,2025-09-30 12:00:00
6373,31.72,32.5357,0.8157,0.8157,2025-09-30 13:00:00
6374,36.62,35.4683,-1.1517,1.1517,2025-09-30 14:00:00
6375,43.14,43.9983,0.8583,0.8583,2025-09-30 15:00:00
6376,46.2,42.2648,-3.9352,3.9352,2025-09-30 16:00:00
6377,47.15,49.3624,2.2124,2.2124,2025-09-30 17:00:00
6378,45.71,47.0187,1.3087,1.3087,2025-09-30 18:00:00
6379,48.61,48.9661,0.3561,0.3561,2025-09-30 19:00:00
6380,51.98,51.5041,-0.4759,0.4759,2025-09-30 20:00:00
6381,52.11,50.3731,-1.7369,1.7369,2025-09-30 21:00:00
6382,49.62,51.9393,2.3193,2.3193,2025-09-30 22:00:00
6383,50.96,48.5323,-2.4277,2.4277,2025-09-30 23:00:00
6384,46.99,48.7697,1.7797,1.7797,2025-10-01 00:00:00
6385,41.71,47.3961,5.6861,5.6861,2025-10-01 01:00:00
6386,40.29,44.5038,4.2138,4.2138,2025-10-01 02:00:00
6387,34.9,31.6372,-3.2628,3.2628,2025-10-01 03:00:00
6388,35.72,34.8782,-0.8418,0.8418,2025-10-01 04:00:00
6389,36.7,38.2536,1.5536,1.5536,2025-10-01 05:00:00
6390,34.05,34.3743,0.3243,0.3243,2025-10-01 06:00:00
6391,34.84,31.8415,-2.9985,2.9985,2025-10-01 07:00:00
6392,30.24,31.7033,1.4633,1.4633,2025-10-01 08:00:00
6393,34.7,35.175,0.475,0.475,2025-10-01 09:00:00
6394,31.85,37.1358,5.2858,5.2858,2025-10-01 10:00:00
6395,37.6,37.4669,-0.1331,0.1331,2025-10-01 11:00:00
6396,35.94,39.36,3.42,3.42,2025-10-01 12:00:00
6397,40.17,37.5023,-2.6677,2.6677,2025-10-01 13:00:00
6398,44.68,42.61,-2.07,2.07,2025-10-01 14:00:00
6399,43.1,45.4042,2.3042,2.3042,2025-10-01 15:00:00
6400,46.54,49.7493,3.2093,3.2093,2025-10-01 16:00:00
6401,51.29,49.3965,-1.8935,1.8935,2025-10-01 17:00:00
6402,49.32,49.8802,0.5602,0.5602,2025-10-01 18:00:00
6403,47.35,44.3961,-2.9539,2.9539,2025-10-01 19:00:00
6404,56.35,56.397,0.047,0.047,2025-10-01 20:00:00
6405,49.48,52.0723,2.5923,2.5923,2025-10-01 21:00:00
6406,50.05,49.4626,-0.5874,0.5874,2025-10-01 22:00:00
6407,50.95,50.8274,-0.1226,0.1226,2025-10-01 23:00:00
6408,44.47,42.1455,-2.3245,2.3245,2025-10-02 00:00:00
6409,41.06,39.9391,-1.1209,1.1209,2025-10-02 01:00:00
6410,41.62,46.5153,4.8953,4.8953,2025-10-02 02:00:00
6411,33.92,34.6023,0.6823,0.6823,2025-10-02 03:00:00
6412,0.32,0.0,-0.32,0.32,2025-10-02 04:00:00
6413,34.53,34.2431,-0.2869,0.2869,2025-10-02 05:00:00
6414,31.65,28.1564,-3.4936,3.4936,2025-10-02 06:00:00
6415,96.04,94.0046,-2.0354,2.0354,2025-10-02 07:00:00
6416,34.97,38.8708,3.9008,3.9008,2025-10-02 08:00:00
6417,31.59,31.7338,0.1438,0.1438,2025-10-02 09:00:00
6418,35.91,41.1368,5.2268,5.2268,2025-10-02 10:00:00
6419,33.27,33.5316,0.2616,0.2616,2025-10-02 11:00:00
6420,33.79,34.2001,0.4101,0.4101,2025-10-02 12:00:00
6421,39.07,41.1722,2.1022,2.1022,2025-10-02 13:00:00
6422,40.45,34.2685,-6.1815,6.1815,2025-10-02 14:00:00
6423,40.63,41.6423,1.0123,1.0123,2025-10-02 15:00:00
6424,49.66,50.0375,0.3775,0.3775,2025-10-02 16:00:00
6425,46.5,50.7151,4.2151,4.2151,2025-10-02 17:00:00
6426,45.05,47.9617,2.9117,2.9117,2025-10-02 18:00:00
6427,53.97,51.6358,-2.3342,2.3342,2025-10-02 19:00:00
6428,49.73,53.3353,3.6053,3.6053,2025-10-02 20:00:00
6429,49.13,48.9742,-0.1558,0.1558,2025-10-02 21:00:00
6430,45.23,43.4689,-1.7611,1.7611,2025-10-02 22:00:00
6431,52.41,53.4028,0.9928,0.9928,2025-10-02 23:00:00
6432,42.76,42.7531,-0.0069,0.0069,2025-10-03 00:00:00
6433,43.71,48.0562,4.3462,4.3462,2025-10-03 01:00:00
6434,43.26,44.6116,1.3516,1.3516,2025-10-03 02:00:00
6435,39.45,40.4641,1.0141,1.0141,2025-10-03 03:00:00
6436,35.83,38.5816,2.7516,2.7516,2025-10-03 04:00:00
6437,29.65,32.8822,3.2322,3.2322,2025-10-03 05:00:00
6438,30.3,32.759,2.459,2.459,2025-10-03 06:00:00
6439,31.79,35.8387,4.0487,4.0487,2025-10-03 07:00:00
6440,29.01,31.0317,2.0217,2.0217,2025-10-03 08:00:00
6441,31.83,32.7491,0.9191,0.9191,2025-10-03 09:00:00
6442,34.02,37.6179,3.5979,3.5979,2025-10-03 10:00:00
6443,36.32,36.5928,0.2728,0.2728,2025-10-03 11:00:00
6444,32.91,33.4931,0.5831,0.5831,2025-10-03 12:00:00
6445,43.88,48.6839,4.8039,4.8039,2025-10-03 13:00:00
6446,42.9,47.4548,4.5548,4.5548,2025-10-03 14:00:00
6447,43.56,44.0396,0.4796,0.4796,2025-10-03 15:00:00
6448,48.7,48.0661,-0.6339,0.6339,2025-10-03 16:00:00
