timestamp,actual_price,forecast_price,residual_usd,residual_usd_per_mwh,absolute_error_usd,absolute_error_usd_per_mwh,hour_of_day,hour
2025-09-19 15:00:00+00:00,43.65,43.61,-0.04,-0.04,0.04,0.04,15,15
2025-09-19 16:00:00+00:00,46.21,47.07,0.86,0.86,0.86,0.86,16,16
2025-09-19 17:00:00+00:00,48.46,47.21,-1.25,-1.25,1.25,1.25,17,17
2025-09-19 18:00:00+00:00,51.88,53.48,1.6,1.6,1.6,1.6,18,18
2025-09-19 19:00:00+00:00,53.13,57.26,4.13,4.13,4.13,4.13,19,19
2025-09-19 20:00:00+00:00,49.44,46.66,-2.78,-2.78,2.78,2.78,20,20
2025-09-19 21:00:00+00:00,49.04,46.72,-2.32,-2.32,2.32,2.32,21,21
2025-09-19 22:00:00+00:00,46.98,46.27,-0.71,-0.71,0.71,0.71,22,22
2025-09-19 23:00:00+00:00,49.74,49.15,-0.59,-0.59,0.59,0.59,23,23
2025-09-20 00:00:00+00:00,45.56,51.06,5.5,5.5,5.5,5.5,0,0
2025-09-20 01:00:00+00:00,38.74,41.74,3.0,3.0,3.0,3.0,1,1
2025-09-20 02:00:00+00:00,36.34,39.2,2.86,2.86,2.86,2.86,2,2
2025-09-20 03:00:00+00:00,38.02,37.86,-0.16,-0.16,0.16,0.16,3,3
2025-09-20 04:00:00+00:00,33.2,32.98,-0.22,-0.22,0.22,0.22,4,4
2025-09-20 05:00:00+00:00,30.96,27.83,-3.13,-3.13,3.13,3.13,5,5
2025-09-20 06:00:00+00:00,25.3,27.75,2.45,2.45,2.45,2.45,6,6
2025-09-20 07:00:00+00:00,28.98,30.71,1.73,1.73,1.73,1.73,7,7
2025-09-20 08:00:00+00:00,24.62,28.33,3.71,3.71,3.71,3.71,8,8
2025-09-20 09:00:00+00:00,24.45,24.42,-0.03,-0.03,0.03,0.03,9,9
2025-09-20 10:00:00+00:00,27.41,27.56,0.15,0.15,0.15,0.15,10,10
2025-09-20 11:00:00+00:00,28.4,29.33,0.93,0.93,0.93,0.93,11,11
2025-09-20 12:00:00+00:00,31.39,34.12,2.73,2.73,2.73,2.73,12,12
2025-09-20 13:00:00+00:00,30.75,27.57,-3.18,-3.18,3.18,3.18,13,13
2025-09-20 14:00:00+00:00,39.34,41.68,2.34,2.34,2.34,2.34,14,14
2025-09-20 15:00:00+00:00,42.35,42.8,0.45,0.45,0.45,0.45,15,15
2025-09-20 16:00:00+00:00,37.07,34.92,-2.15,-2.15,2.15,2.15,16,16
2025-09-20 17:00:00+00:00,46.46,41.75,-4.71,-4.71,4.71,4.71,17,17
2025-09-20 18:00:00+00:00,43.57,43.73,0.16,0.16,0.16,0.16,18,18
2025-09-20 19:00:00+00:00,48.74,52.86,4.12,4.12,4.12,4.12,19,19
2025-09-20 20:00:00+00:00,46.77,51.46,4.69,4.69,4.69,4.69,20,20
2025-09-20 21:00:00+00:00,46.67,48.06,1.39,1.39,1.39,1.39,21,21
2025-09-20 22:00:00+00:00,45.14,50.55,5.41,5.41,5.41,5.41,22,22
2025-09-20 23:00:00+00:00,47.04,47.43,0.39,0.39,0.39,0.39,23,23
2025-09-21 00:00:00+00:00,38.85,41.73,2.88,2.88,2.88,2.88,0,0
2025-09-21 01:00:00+00:00,41.06,40.43,-0.63,-0.63,0.63,0.63,1,1
2025-09-21 02:00:00+00:00,39.71,38.92,-0.79,-0.79,0.79,0.79,2,2
2025-09-21 03:00:00+00:00,36.16,34.97,-1.19,-1.19,1.19,1.19,3,3
2025-09-21 04:00:00+00:00,37.77,33.12,-4.65,-4.65,4.65,4.65,4,4
2025-09-21 05:00:00+00:00,28.56,32.28,3.72,3.72,3.72,3.72,5,5
2025-09-21 06:00:00+00:00,30.69,29.59,-1.1,-1.1,1.1,1.1,6,6
2025-09-21 07:00:00+00:00,27.03,25.53,-1.5,-1.5,1.5,1.5,7,7
2025-09-21 08:00:00+00:00,30.04,27.59,-2.45,-2.45,2.45,2.45,8,8
2025-09-21 09:00:00+00:00,27.27,27.26,-0.01,-0.01,0.01,0.01,9,9
2025-09-21 10:00:00+00:00,27.32,32.23,4.91,4.91,4.91,4.91,10,10
2025-09-21 11:00:00+00:00,33.15,38.88,5.73,5.73,5.73,5.73,11,11
2025-09-21 12:00:00+00:00,30.72,27.07,-3.65,-3.65,3.65,3.65,12,12
2025-09-21 13:00:00+00:00,30.83,30.44,-0.39,-0.39,0.39,0.39,13,13
2025-09-21 14:00:00+00:00,35.66,33.57,-2.09,-2.09,2.09,2.09,14,14
2025-09-21 15:00:00+00:00,41.09,44.06,2.97,2.97,2.97,2.97,15,15
2025-09-21 16:00:00+00:00,45.43,46.65,1.22,1.22,1.22,1.22,16,16
2025-09-21 17:00:00+00:00,44.3,43.21,-1.09,-1.09,1.09,1.09,17,17
2025-09-21 18:00:00+00:00,131.34,132.02,0.68,0.68,0.68,0.68,18,18
2025-09-21 19:00:00+00:00,43.22,42.53,-0.69,-0.69,0.69,0.69,19,19
2025-09-21 20:00:00+00:00,45.85,50.39,4.54,4.54,4.54,4.54,20,20
2025-09-21 21:00:00+00:00,45.89,47.76,1.87,1.87,1.87,1.87,21,21
2025-09-21 22:00:00+00:00,45.33,47.5,2.17,2.17,2.17,2.17,22,22
2025-09-21 23:00:00+00:00,44.23,38.06,-6.17,-6.17,6.17,6.17,23,23
2025-09-22 00:00:00+00:00,142.18,142.51,0.33,0.33,0.33,0.33,0,0
2025-09-22 01:00:00+00:00,42.44,48.15,5.71,5.71,5.71,5.71,1,1
2025-09-22 02:00:00+00:00,41.31,45.13,3.82,3.82,3.82,3.82,2,2
2025-09-22 03:00:00+00:00,38.26,34.14,-4.12,-4.12,4.12,4.12,3,3
2025-09-22 04:00:00+00:00,33.65,33.37,-0.28,-0.28,0.28,0.28,4,4
2025-09-22 05:00:00+00:00,33.61,31.11,-2.5,-2.5,2.5,2.5,5,5
2025-09-22 06:00:00+00:00,31.95,36.73,4.78,4.78,4.78,4.78,6,6
2025-09-22 07:00:00+00:00,30.89,32.0,1.11,1.11,1.11,1.11,7,7
2025-09-22 08:00:00+00:00,31.04,29.62,-1.42,-1.42,1.42,1.42,8,8
2025-09-22 09:00:00+00:00,31.5,32.09,0.59,0.59,0.59,0.59,9,9
2025-09-22 10:00:00+00:00,31.22,25.2,-6.02,-6.02,6.02,6.02,10,10
2025-09-22 11:00:00+00:00,37.08,34.87,-2.21,-2.21,2.21,2.21,11,11
2025-09-22 12:00:00+00:00,33.04,33.63,0.59,0.59,0.59,0.59,12,12
2025-09-22 13:00:00+00:00,36.57,39.18,2.61,2.61,2.61,2.61,13,13
2025-09-22 14:00:00+00:00,47.92,43.57,-4.35,-4.35,4.35,4.35,14,14
2025-09-22 15:00:00+00:00,40.96,40.51,-0.45,-0.45,0.45,0.45,15,15
2025-09-22 16:00:00+00:00,42.58,45.6,3.02,3.02,3.02,3.02,16,16
2025-09-22 17:00:00+00:00,49.87,46.74,-3.13,-3.13,3.13,3.13,17,17
2025-09-22 18:00:00+00:00,44.43,45.5,1.07,1.07,1.07,1.07,18,18
2025-09-22 19:00:00+00:00,50.04,50.7,0.66,0.66,0.66,0.66,19,19
2025-09-22 20:00:00+00:00,56.33,61.12,4.79,4.79,4.79,4.79,20,20
2025-09-22 21:00:00+00:00,46.76,46.68,-0.08,-0.08,0.08,0.08,21,21
2025-09-22 22:00:00+00:00,44.67,44.74,0.07,0.07,0.07,0.07,22,22
2025-09-22 23:00:00+00:00,44.29,46.93,2.64,2.64,2.64,2.64,23,23
2025-09-23 00:00:00+00:00,48.22,45.4,-2.82,-2.82,2.82,2.82,0,0
2025-09-23 01:00:00+00:00,46.38,46.33,-0.05,-0.05,0.05,0.05,1,1
2025-09-23 02:00:00+00:00,39.69,39.05,-0.64,-0.64,0.64,0.64,2,2
2025-09-23 03:00:00+00:00,40.1,40.25,0.15,0.15,0.15,0.15,3,3
2025-09-23 04:00:00+00:00,39.45,42.07,2.62,2.62,2.62,2.62,4,4
2025-09-23 05:00:00+00:00,38.37,40.26,1.89,1.89,1.89,1.89,5,5
2025-09-23 06:00:00+00:00,31.7,30.33,-1.37,-1.37,1.37,1.37,6,6
2025-09-23 07:00:00+00:00,25.56,26.4,0.84,0.84,0.84,0.84,7,7
2025-09-23 08:00:00+00:00,28.92,33.15,4.23,4.23,4.23,4.23,8,8
2025-09-23 09:00:00+00:00,30.25,28.67,-1.58,-1.58,1.58,1.58,9,9
2025-09-23 10:00:00+00:00,31.67,32.53,0.86,0.86,0.86,0.86,10,10
2025-09-23 11:00:00+00:00,33.43,33.45,0.02,0.02,0.02,0.02,11,11
2025-09-23 12:00:00+00:00,38.77,39.11,0.34,0.34,0.34,0.34,12,12
2025-09-23 13:00:00+00:00,41.57,37.99,-3.58,-3.58,3.58,3.58,13,13
2025-09-23 14:00:00+00:00,40.55,44.58,4.03,4.03,4.03,4.03,14,14
2025-09-23 15:00:00+00:00,46.31,44.87,-1.44,-1.44,1.44,1.44,15,15
2025-09-23 16:00:00+00:00,46.87,49.94,3.07,3.07,3.07,3.07,16,16
2025-09-23 17:00:00+00:00,48.21,47.16,-1.05,-1.05,1.05,1.05,17,17
2025-09-23 18:00:00+00:00,51.9,50.84,-1.06,-1.06,1.06,1.06,18,18
2025-09-23 19:00:00+00:00,50.82,54.35,3.53,3.53,3.53,3.53,19,19
2025-09-23 20:00:00+00:00,56.12,59.1,2.98,2.98,2.98,2.98,20,20
2025-09-23 21:00:00+00:00,47.04,48.06,1.02,1.02,1.02,1.02,21,21
2025-09-23 22:00:00+00:00,48.35,50.75,2.4,2.4,2.4,2.4,22,22
2025-09-23 23:00:00+00:00,47.73,47.51,-0.22,-0.22,0.22,0.22,23,23
2025-09-24 00:00:00+00:00,47.08,47.56,0.48,0.48,0.48,0.48,0,0
2025-09-24 01:00:00+00:00,46.74,45.59,-1.15,-1.15,1.15,1.15,1,1
2025-09-24 02:00:00+00:00,40.92,43.68,2.76,2.76,2.76,2.76,2,2
2025-09-24 03:00:00+00:00,34.84,33.61,-1.23,-1.23,1.23,1.23,3,3
2025-09-24 04:00:00+00:00,38.09,42.3,4.21,4.21,4.21,4.21,4,4
2025-09-24 05:00:00+00:00,35.8,35.51,-0.29,-0.29,0.29,0.29,5,5
2025-09-24 06:00:00+00:00,27.47,28.02,0.55,0.55,0.55,0.55,6,6
2025-09-24 07:00:00+00:00,31.32,33.72,2.4,2.4,2.4,2.4,7,7
2025-09-24 08:00:00+00:00,27.01,27.57,0.56,0.56,0.56,0.56,8,8
2025-09-24 09:00:00+00:00,29.66,29.42,-0.24,-0.24,0.24,0.24,9,9
2025-09-24 10:00:00+00:00,30.07,30.49,0.42,0.42,0.42,0.42,10,10
2025-09-24 11:00:00+00:00,35.94,38.67,2.73,2.73,2.73,2.73,11,11
2025-09-24 12:00:00+00:00,36.28,35.12,-1.16,-1.16,1.16,1.16,12,12
2025-09-24 13:00:00+00:00,35.18,35.36,0.18,0.18,0.18,0.18,13,13
2025-09-24 14:00:00+00:00,43.18,43.71,0.53,0.53,0.53,0.53,14,14
2025-09-24 15:00:00+00:00,39.99,42.65,2.66,2.66,2.66,2.66,15,15
2025-09-24 16:00:00+00:00,46.81,47.06,0.25,0.25,0.25,0.25,16,16
2025-09-24 17:00:00+00:00,46.02,51.04,5.02,5.02,5.02,5.02,17,17
2025-09-24 18:00:00+00:00,48.73,48.84,0.11,0.11,0.11,0.11,18,18
2025-09-24 19:00:00+00:00,51.9,51.81,-0.09,-0.09,0.09,0.09,19,19
2025-09-24 20:00:00+00:00,52.29,52.36,0.07,0.07,0.07,0.07,20,20
2025-09-24 21:00:00+00:00,53.99,51.2,-2.79,-2.79,2.79,2.79,21,21
2025-09-24 22:00:00+00:00,49.44,47.35,-2.09,-2.09,2.09,2.09,22,22
2025-09-24 23:00:00+00:00,48.82,47.99,-0.83,-0.83,0.83,0.83,23,23
2025-09-25 00:00:00+00:00,44.9,48.24,3.34,3.34,3.34,3.34,0,0
2025-09-25 01:00:00+00:00,44.03,44.45,0.42,0.42,0.42,0.42,1,1
2025-09-25 02:00:00+00:00,42.09,41.38,-0.71,-0.71,0.71,0.71,2,2
2025-09-25 03:00:00+00:00,38.16,41.73,3.57,3.57,3.57,3.57,3,3
2025-09-25 04:00:00+00:00,31.48,35.86,4.38,4.38,4.38,4.38,4,4
2025-09-25 05:00:00+00:00,34.75,38.39,3.64,3.64,3.64,3.64,5,5
2025-09-25 06:00:00+00:00,33.24,31.61,-1.63,-1.63,1.63,1.63,6,6
2025-09-25 07:00:00+00:00,29.63,28.89,-0.74,-0.74,0.74,0.74,7,7
2025-09-25 08:00:00+00:00,27.78,32.81,5.03,5.03,5.03,5.03,8,8
2025-09-25 09:00:00+00:00,35.02,36.12,1.1,1.1,1.1,1.1,9,9
2025-09-25 10:00:00+00:00,33.56,33.39,-0.17,-0.17,0.17,0.17,10,10
2025-09-25 11:00:00+00:00,33.35,35.65,2.3,2.3,2.3,2.3,11,11
2025-09-25 12:00:00+00:00,33.15,36.17,3.02,3.02,3.02,3.02,12,12
2025-09-25 13:00:00+00:00,36.35,35.42,-0.93,-0.93,0.93,0.93,13,13
2025-09-25 14:00:00+00:00,44.25,45.3,1.05,1.05,1.05,1.05,14,14
2025-09-25 15:00:00+00:00,43.92,46.74,2.82,2.82,2.82,2.82,15,15
2025-09-25 16:00:00+00:00,44.61,42.21,-2.4,-2.4,2.4,2.4,16,16
2025-09-25 17:00:00+00:00,49.34,49.87,0.53,0.53,0.53,0.53,17,17
2025-09-25 18:00:00+00:00,47.61,45.32,-2.29,-2.29,2.29,2.29,18,18
2025-09-25 19:00:00+00:00,54.4,52.44,-1.96,-1.96,1.96,1.96,19,19
2025-09-25 20:00:00+00:00,54.37,53.46,-0.91,-0.91,0.91,0.91,20,20
2025-09-25 21:00:00+00:00,49.48,51.17,1.69,1.69,1.69,1.69,21,21
2025-09-25 22:00:00+00:00,48.08,47.77,-0.31,-0.31,0.31,0.31,22,22
2025-09-25 23:00:00+00:00,41.52,40.4,-1.12,-1.12,1.12,1.12,23,23
2025-09-26 00:00:00+00:00,42.29,42.92,0.63,0.63,0.63,0.63,0,0
2025-09-26 01:00:00+00:00,40.24,37.87,-2.37,-2.37,2.37,2.37,1,1
2025-09-26 02:00:00+00:00,41.33,42.9,1.57,1.57,1.57,1.57,2,2
2025-09-26 03:00:00+00:00,37.59,40.92,3.33,3.33,3.33,3.33,3,3
2025-09-26 04:00:00+00:00,32.63,32.93,0.3,0.3,0.3,0.3,4,4
2025-09-26 05:00:00+00:00,33.22,33.21,-0.01,-0.01,0.01,0.01,5,5
2025-09-26 06:00:00+00:00,33.6,35.03,1.43,1.43,1.43,1.43,6,6
2025-09-26 07:00:00+00:00,32.66,28.09,-4.57,-4.57,4.57,4.57,7,7
2025-09-26 08:00:00+00:00,26.25,28.09,1.84,1.84,1.84,1.84,8,8
2025-09-26 09:00:00+00:00,31.02,39.27,8.25,8.25,8.25,8.25,9,9
2025-09-26 10:00:00+00:00,28.88,29.07,0.19,0.19,0.19,0.19,10,10
2025-09-26 11:00:00+00:00,36.18,36.38,0.2,0.2,0.2,0.2,11,11
2025-09-26 12:00:00+00:00,37.96,40.32,2.36,2.36,2.36,2.36,12,12
2025-09-26 13:00:00+00:00,36.16,40.77,4.61,4.61,4.61,4.61,13,13
2025-09-26 14:00:00+00:00,91.46,94.4,2.94,2.94,2.94,2.94,14,14
2025-09-26 15:00:00+00:00,42.43,37.54,-4.89,-4.89,4.89,4.89,15,15
2025-09-26 16:00:00+00:00,40.36,42.27,1.91,1.91,1.91,1.91,16,16
2025-09-26 17:00:00+00:00,48.91,55.84,6.93,6.93,6.93,6.93,17,17
2025-09-26 18:00:00+00:00,48.97,51.03,2.06,2.06,2.06,2.06,18,18
2025-09-26 19:00:00+00:00,53.08,50.69,-2.39,-2.39,2.39,2.39,19,19
2025-09-26 20:00:00+00:00,48.25,49.45,1.2,1.2,1.2,1.2,20,20
2025-09-26 21:00:00+00:00,49.11,46.41,-2.7,-2.7,2.7,2.7,21,21
2025-09-26 22:00:00+00:00,45.89,49.47,3.58,3.58,3.58,3.58,22,22
2025-09-26 23:00:00+00:00,45.56,43.67,-1.89,-1.89,1.89,1.89,23,23
2025-09-27 00:00:00+00:00,39.04,39.73,0.69,0.69,0.69,0.69,0,0
2025-09-27 01:00:00+00:00,42.08,40.44,-1.64,-1.64,1.64,1.64,1,1
2025-09-27 02:00:00+00:00,35.25,34.38,-0.87,-0.87,0.87,0.87,2,2
2025-09-27 03:00:00+00:00,34.72,38.94,4.22,4.22,4.22,4.22,3,3
2025-09-27 04:00:00+00:00,31.05,31.81,0.76,0.76,0.76,0.76,4,4
2025-09-27 05:00:00+00:00,26.75,25.85,-0.9,-0.9,0.9,0.9,5,5
2025-09-27 06:00:00+00:00,27.92,25.56,-2.36,-2.36,2.36,2.36,6,6
2025-09-27 07:00:00+00:00,28.84,24.66,-4.18,-4.18,4.18,4.18,7,7
2025-09-27 08:00:00+00:00,23.98,21.35,-2.63,-2.63,2.63,2.63,8,8
2025-09-27 09:00:00+00:00,29.36,30.14,0.78,0.78,0.78,0.78,9,9
2025-09-27 10:00:00+00:00,26.21,29.16,2.95,2.95,2.95,2.95,10,10
2025-09-27 11:00:00+00:00,28.72,27.82,-0.9,-0.9,0.9,0.9,11,11
2025-09-27 12:00:00+00:00,33.33,37.76,4.43,4.43,4.43,4.43,12,12
2025-09-27 13:00:00+00:00,32.75,31.46,-1.29,-1.29,1.29,1.29,13,13
2025-09-27 14:00:00+00:00,37.09,36.99,-0.1,-0.1,0.1,0.1,14,14
2025-09-27 15:00:00+00:00,38.8,36.6,-2.2,-2.2,2.2,2.2,15,15
2025-09-27 16:00:00+00:00,42.32,45.3,2.98,2.98,2.98,2.98,16,16
2025-09-27 17:00:00+00:00,38.12,43.86,5.74,5.74,5.74,5.74,17,17
2025-09-27 18:00:00+00:00,41.08,37.18,-3.9,-3.9,3.9,3.9,18,18
2025-09-27 19:00:00+00:00,48.2,47.83,-0.37,-0.37,0.37,0.37,19,19
2025-09-27 20:00:00+00:00,49.59,53.25,3.66,3.66,3.66,3.66,20,20
2025-09-27 21:00:00+00:00,44.38,41.26,-3.12,-3.12,3.12,3.12,21,21
2025-09-27 22:00:00+00:00,45.05,46.97,1.92,1.92,1.92,1.92,22,22
2025-09-27 23:00:00+00:00,44.81,48.36,3.55,3.55,3.55,3.55,23,23
2025-09-28 00:00:00+00:00,43.73,44.43,0.7,0.7,0.7,0.7,0,0
2025-09-28 01:00:00+00:00,34.52,36.4,1.88,1.88,1.88,1.88,1,1
2025-09-28 02:00:00+00:00,34.78,39.68,4.9,4.9,4.9,4.9,2,2
2025-09-28 03:00:00+00:00,33.58,38.95,5.37,5.37,5.37,5.37,3,3
2025-09-28 04:00:00+00:00,33.76,34.11,0.35,0.35,0.35,0.35,4,4
2025-09-28 05:00:00+00:00,36.17,35.34,-0.83,-0.83,0.83,0.83,5,5
2025-09-28 06:00:00+00:00,27.77,25.97,-1.8,-1.8,1.8,1.8,6,6
2025-09-28 07:00:00+00:00,23.82,26.76,2.94,2.94,2.94,2.94,7,7
2025-09-28 08:00:00+00:00,28.01,25.08,-2.93,-2.93,2.93,2.93,8,8
2025-09-28 09:00:00+00:00,30.64,30.51,-0.13,-0.13,0.13,0.13,9,9
2025-09-28 10:00:00+00:00,28.61,29.37,0.76,0.76,0.76,0.76,10,10
2025-09-28 11:00:00+00:00,27.66,26.9,-0.76,-0.76,0.76,0.76,11,11
2025-09-28 12:00:00+00:00,34.39,35.59,1.2,1.2,1.2,1.2,12,12
2025-09-28 13:00:00+00:00,36.07,42.98,6.91,6.91,6.91,6.91,13,13
2025-09-28 14:00:00+00:00,34.43,34.63,0.2,0.2,0.2,0.2,14,14
2025-09-28 15:00:00+00:00,40.54,39.95,-0.59,-0.59,0.59,0.59,15,15
2025-09-28 16:00:00+00:00,44.49,47.53,3.04,3.04,3.04,3.04,16,16
2025-09-28 17:00:00+00:00,47.03,48.13,1.1,1.1,1.1,1.1,17,17
2025-09-28 18:00:00+00:00,45.49,49.59,4.1,4.1,4.1,4.1,18,18
2025-09-28 19:00:00+00:00,45.76,46.67,0.91,0.91,0.91,0.91,19,19
2025-09-28 20:00:00+00:00,50.07,49.95,-0.12,-0.12,0.12,0.12,20,20
2025-09-28 21:00:00+00:00,43.63,39.67,-3.96,-3.96,3.96,3.96,21,21
2025-09-28 22:00:00+00:00,46.76,43.21,-3.55,-3.55,3.55,3.55,22,22
2025-09-28 23:00:00+00:00,40.65,36.56,-4.09,-4.09,4.09,4.09,23,23
2025-09-29 00:00:00+00:00,48.66,50.11,1.45,1.45,1.45,1.45,0,0
2025-09-29 01:00:00+00:00,42.94,40.03,-2.91,-2.91,2.91,2.91,1,1
2025-09-29 02:00:00+00:00,44.17,47.81,3.64,3.64,3.64,3.64,2,2
2025-09-29 03:00:00+00:00,39.64,40.22,0.58,0.58,0.58,0.58,3,3
2025-09-29 04:00:00+00:00,120.84,120.73,-0.11,-0.11,0.11,0.11,4,4
2025-09-29 05:00:00+00:00,37.49,35.88,-1.61,-1.61,1.61,1.61,5,5
2025-09-29 06:00:00+00:00,36.22,38.28,2.06,2.06,2.06,2.06,6,6
2025-09-29 07:00:00+00:00,33.55,32.04,-1.51,-1.51,1.51,1.51,7,7
2025-09-29 08:00:00+00:00,29.1,27.14,-1.96,-1.96,1.96,1.96,8,8
2025-09-29 09:00:00+00:00,30.58,34.05,3.47,3.47,3.47,3.47,9,9
2025-09-29 10:00:00+00:00,32.7,34.09,1.39,1.39,1.39,1.39,10,10
2025-09-29 11:00:00+00:00,32.17,32.08,-0.09,-0.09,0.09,0.09,11,11
2025-09-29 12:00:00+00:00,40.23,42.33,2.1,2.1,2.1,2.1,12,12
2025-09-29 13:00:00+00:00,38.77,39.29,0.52,0.52,0.52,0.52,13,13
2025-09-29 14:00:00+00:00,34.24,35.7,1.46,1.46,1.46,1.46,14,14
2025-09-29 15:00:00+00:00,44.44,42.9,-1.54,-1.54,1.54,1.54,15,15
2025-09-29 16:00:00+00:00,45.13,50.81,5.68,5.68,5.68,5.68,16,16
2025-09-29 17:00:00+00:00,47.88,46.93,-0.95,-0.95,0.95,0.95,17,17
2025-09-29 18:00:00+00:00,48.74,53.13,4.39,4.39,4.39,4.39,18,18
2025-09-29 19:00:00+00:00,52.68,52.71,0.03,0.03,0.03,0.03,19,19
2025-09-29 20:00:00+00:00,53.8,56.32,2.52,2.52,2.52,2.52,20,20
2025-09-29 21:00:00+00:00,51.37,53.71,2.34,2.34,2.34,2.34,21,21
2025-09-29 22:00:00+00:00,48.81,52.18,3.37,3.37,3.37,3.37,22,22
2025-09-29 23:00:00+00:00,112.36,110.76,-1.6,-1.6,1.6,1.6,23,23
2025-09-30 00:00:00+00:00,46.05,49.24,3.19,3.19,3.19,3.19,0,0
2025-09-30 01:00:00+00:00,41.58,46.7,5.12,5.12,5.12,5.12,1,1
2025-09-30 02:00:00+00:00,42.44,42.29,-0.15,-0.15,0.15,0.15,2,2
2025-09-30 03:00:00+00:00,39.56,40.15,0.59,0.59,0.59,0.59,3,3
2025-09-30 04:00:00+00:00,115.02,114.21,-0.81,-0.81,0.81,0.81,4,4
2025-09-30 05:00:00+00:00,37.06,36.69,-0.37,-0.37,0.37,0.37,5,5
2025-09-30 06:00:00+00:00,30.62,35.4,4.78,4.78,4.78,4.78,6,6
2025-09-30 07:00:00+00:00,33.39,31.38,-2.01,-2.01,2.01,2.01,7,7
2025-09-30 08:00:00+00:00,28.62,26.76,-1.86,-1.86,1.86,1.86,8,8
2025-09-30 09:00:00+00:00,33.08,37.61,4.53,4.53,4.53,4.53,9,9
2025-09-30 10:00:00+00:00,31.05,33.11,2.06,2.06,2.06,2.06,10,10
2025-09-30 11:00:00+00:00,31.37,37.17,5.8,5.8,5.8,5.8,11,11
2025-09-30 12:00:00+00:00,36.7,36.07,-0.63,-0.63,0.63,0.63,12,12
2025-09-30 13:00:00+00:00,31.72,32.54,0.82,0.82,0.82,0.82,13,13
2025-09-30 14:00:00+00:00,36.62,35.47,-1.15,-1.15,1.15,1.15,14,14
2025-09-30 15:00:00+00:00,43.14,44.0,0.86,0.86,0.86,0.86,15,15
2025-09-30 16:00:00+00:00,46.2,42.26,-3.94,-3.94,3.94,3.94,16,16
2025-09-30 17:00:00+00:00,47.15,49.36,2.21,2.21,2.21,2.21,17,17
2025-09-30 18:00:00+00:00,45.71,47.02,1.31,1.31,1.31,1.31,18,18
2025-09-30 19:00:00+00:00,48.61,48.97,0.36,0.36,0.36,0.36,19,19
2025-09-30 20:00:00+00:00,51.98,51.5,-0.48,-0.48,0.48,0.48,20,20
2025-09-30 21:00:00+00:00,52.11,50.37,-1.74,-1.74,1.74,1.74,21,21
2025-09-30 22:00:00+00:00,49.62,51.94,2.32,2.32,2.32,2.32,22,22
2025-09-30 23:00:00+00:00,50.96,48.53,-2.43,-2.43,2.43,2.43,23,23
2025-10-01 00:00:00+00:00,46.99,48.77,1.78,1.78,1.78,1.78,0,0
2025-10-01 01:00:00+00:00,41.71,47.4,5.69,5.69,5.69,5.69,1,1
2025-10-01 02:00:00+00:00,40.29,44.5,4.21,4.21,4.21,4.21,2,2
2025-10-01 03:00:00+00:00,34.9,31.64,-3.26,-3.26,3.26,3.26,3,3
2025-10-01 04:00:00+00:00,35.72,34.88,-0.84,-0.84,0.84,0.84,4,4
2025-10-01 05:00:00+00:00,36.7,38.25,1.55,1.55,1.55,1.55,5,5
2025-10-01 06:00:00+00:00,34.05,34.37,0.32,0.32,0.32,0.32,6,6
2025-10-01 07:00:00+00:00,34.84,31.84,-3.0,-3.0,3.0,3.0,7,7
2025-10-01 08:00:00+00:00,30.24,31.7,1.46,1.46,1.46,1.46,8,8
2025-10-01 09:00:00+00:00,34.7,35.17,0.47,0.47,0.47,0.47,9,9
2025-10-01 10:00:00+00:00,31.85,37.14,5.29,5.29,5.29,5.29,10,10
2025-10-01 11:00:00+00:00,37.6,37.47,-0.13,-0.13,0.13,0.13,11,11
2025-10-01 12:00:00+00:00,35.94,39.36,3.42,3.42,3.42,3.42,12,12
2025-10-01 13:00:00+00:00,40.17,37.5,-2.67,-2.67,2.67,2.67,13,13
2025-10-01 14:00:00+00:00,44.68,42.61,-2.07,-2.07,2.07,2.07,14,14
2025-10-01 15:00:00+00:00,43.1,45.4,2.3,2.3,2.3,2.3,15,15
2025-10-01 16:00:00+00:00,46.54,49.75,3.21,3.21,3.21,3.21,16,16
2025-10-01 17:00:00+00:00,51.29,49.4,-1.89,-1.89,1.89,1.89,17,17
2025-10-01 18:00:00+00:00,49.32,49.88,0.56,0.56,0.56,0.56,18,18
2025-10-01 19:00:00+00:00,47.35,44.4,-2.95,-2.95,2.95,2.95,19,19
2025-10-01 20:00:00+00:00,56.35,56.4,0.05,0.05,0.05,0.05,20,20
2025-10-01 21:00:00+00:00,49.48,52.07,2.59,2.59,2.59,2.59,21,21
2025-10-01 22:00:00+00:00,50.05,49.46,-0.59,-0.59,0.59,0.59,22,22
2025-10-01 23:00:00+00:00,50.95,50.83,-0.12,-0.12,0.12,0.12,23,23
2025-10-02 00:00:00+00:00,44.47,42.15,-2.32,-2.32,2.32,2.32,0,0
2025-10-02 01:00:00+00:00,41.06,39.94,-1.12,-1.12,1.12,1.12,1,1
2025-10-02 02:00:00+00:00,41.62,46.52,4.9,4.9,4.9,4.9,2,2
2025-10-02 03:00:00+00:00,33.92,34.6,0.68,0.68,0.68,0.68,3,3
2025-10-02 04:00:00+00:00,0.32,0.0,-0.32,-0.32,0.32,0.32,4,4
2025-10-02 05:00:00+00:00,34.53,34.24,-0.29,-0.29,0.29,0.29,5,5
